sent	label
Why wouldn't I set a reminder on my phone itself ?	Not Found
Today only remind me	Not Found
I wanna add a reminder to play football	play football
Hi today at 1pm please remind me about NMIMS	NMIMS
Can set a reminder for me tomorrow at 8 am	Not Found
Reminder for Facebook	Facebook
9am	Not Found
thnks anjalii i already make my plan	make my plan
Can i get a call along with message ?	Not Found
Remind me to Purchase diary on 2nd January 2017 at 8:30 pm	Purchase diary
Remind to enter cheque details after 30 mins	enter cheque details
I want you to set a monthly reminder..	Not Found
Hi reminder on 3 december at 11 am to deposit rent money in account	deposit rent money in account
Hi can you reschudle this reminder on an interval of 2 hours	Not Found
Wednesday call harshita by 10 am	call harshita
I need reminder from 10 am to 10 pm	Not Found
Have u set 2 reminders?	Have u set 2 reminders
Thnku fr remind me	Not Found
Thank you Shraddha. Can you schedule this reminder to repeat every day from Monday to Friday?	repeat
Pls give me reminder at 2pm on 3/Jan	Not Found
Call me multiple please if possible ?	Not Found
Remind me to meet motilal oswal tommorow at 1 pm	meet motilal oswal
All set?	Not Found
Thanks for reminding :)	)
Remind me After 20 mins	Not Found
By wht way u wil remind me?	Not Found
If i missed once then please call me again	Not Found
Reminder me to study workshop at 9 pm today	study workshop
And what about bday	bday
Remind me to go to sleep by 9.30	go to sleep
One birthday remainder	Not Found
Meet doctor today for diva	Meet doctor
I remembered though	Not Found
But start this alarm next week	Not Found
Remind me to check my game status every hour	check my game status
Remind me tomorrow for Social Trade 10th Nov Work	Social Trade 10th
Remind me to deposit axis bank cheque on 08.11.16	deposit axis bank cheque
remind me this word athelin x	Not Found
Remind me to buy pens, meet ma'am and message MEMS sir	buy pens, meet ma'am and message MEMS sir
Remind me for passport renewal on 5th January	Remind me for passport renewal
Remind me LLB form law college	LLB form law college
Set an alarm today at 12 am	Not Found
Remind me on Friday 10pm about it	Not Found
Please give me an alert at 4:18 in evening..today....	give me an alert
Can u remind mee	Not Found
Ya...in the reminder,remind me about mail	mail
How will u remind	How
Can u remind me to sleep	sleep
I want to set alarm for for whole month	Not Found
Okay then remind me on THIS sunday.,	Not Found
Remind me to download my ncert admit card n upload sissy 's photo	download my ncert admit card n upload sissy 's photo
Remind me for doctor swapnil patil at 9:30 pm	doctor swapnil patil
Please remind me everyday	Not Found
remainder	Not Found
Remind me to take a booster injection	take a booster injection
When did I tell u ppl to start my reminders from 2 am	start my reminders
Remind kr na kl 8 bje form	Not Found
Clear all reminder	Not Found
Meeting Reminder Date: November 11, 2016 Time: 11 15 am Meeting with: Take entry card Venue: Voda	Take entry card Venue: Voda
New reminder	Not Found
Santoshi kumari 02/01/1985	Not Found
I m receiving calls now	Not Found
Remind me to make a birthday video for Priyanshi	make a birthday video for Priyanshi
Could you remind me to buy grocery after 2 hours?	buy grocery
Please remind me to return the book	return the book
I need reminder on 29/11/2016 at 11:00 am	Not Found
Already called thanks:)	Not Found
Okay, let's set it at 4.30	Not Found
BTW how will u guys remind me	Not Found
What u vil remind me bu5	Not Found
Can u remind me today at 3 pm about Jabong gas salw	Jabong gas salw
11.55 PM on 8th Feb	Not Found
Can you make a schedule for me for the meals n ol	the meals n ol
Schedule my meeting on 8 th of December 2016	meeting
Plz remind me to submit degree form	submit degree form
Reminder for wht	wht
Remind me to apply for cms exam on 24th april at 7 am	apply for cms exam
Set a reminder at 8:40 PM today	Not Found
Set me a reminder on lic payment today at 11 am	on lic payment
Hey remind me everyday to go for meditation at 3.50 pm	go for meditation
Remind me to go to gym tomorrow	go to gym
Pls set this reminder again for 12.10 pm today	Not Found
"29-12-16 at 10.35am, 11.20am, 12.30pm (3 Reminders) ""Make AS remind for KLA's Pipes & Structurals"" ------------------------------------------------------- 28-12-16 at 8.35pm, 8.50pm (2 Reminders) ""Make AS remind for KLA's Pipes"" -------------------------------------------------------"	Not Found
About sim card aircel 8:00 am tommarow	sim card aircel
Calling after magrib to javed msc	javed msc
Remind me after 50 mins today	Not Found
Please remind me to clean up the BAG	clean up the BAG
I want to schedule for everyday	Not Found
Remind me to send an email on Thursday	send an email
Ok good but are you dure i will get a call all the time	get a call all the time
Reminder plz	Not Found
You were supposed to call right	call right
Can you set a todo ?	Not Found
Remind me to send calendar invite to anish	send calendar invite to anish
Remind me in every 2 hrs	Not Found
One more reminder at 5.15am	Not Found
Every 15 minutes u should call..	call..
But that reminder was set at 11am	Not Found
Pls remind me half an hour in advance	Not Found
Read my message again. It has multiple times for alarm	multiple times for alarm
AC reminder 10 am	Not Found
Remind me after 5 minutes that i have to study	study
Hey remind me after 56days	Not Found
Please set me a reminder.	Not Found
"Remind me ""be oraganised and systematic"" today at 8pm"	be oraganised and systematic
Set one for 7 am also	Not Found
Thank you	Not Found
Remind Ashwin at 10.00 pm	Not Found
Make a schedule for tasks i have to do today	Not Found
Remind me on 05/12/2016 at 9.00 pm that tomorrow I will do lunch at Office...	I will do lunch
Remind me to carry a mehandi tube along at 7pm today	carry a mehandi tube along
Remind me to take case history of perio at 2 pm	take case history of perio
Ohhhhh ! Thanks for the reminder Vanisha	Not Found
To remind	Not Found
Please set daily reminder	Not Found
U should just call me	call me
Remind me to give money to my senior on 01-01-2017	give money to my senior
can i also set reminder. .... to take a walk every 30 mins	take a walk
An morning alarm	Not Found
Remind me to register benifiary on 23 12pm	register benifiary
Set shedule for my 6 hrs study	my 6 hrs study
Hey will you plz remind me on today at 4.30	Not Found
Can you remind me everyday for exam preparation?	exam preparation
How you will remind? By sending notifications?	How you will remind and By sending notifications
I need one more reminder	Not Found
Please deactivate the reminder for today's grocery purchase	Not Found
Thanks for the reminders....but I went offline :-)	-)
Set a alarm	Not Found
Are only the rescent reminder..?	Not Found
Remind me tomorrow at 8 pm for Dil hai Hindustani at star plus	Dil hai Hindustani at star plus
Do I have to stay online to get your reminders?	stay online to get your reminders
Remind me 10 min later to sleeping	sleeping
Just reminded me tomorrow to fins gym.	fins gym
Reminder for 19th January 8:15 PM Thursday for dinner ready	dinner ready
Set after every 4 hour	Not Found
6 clock in morning remind me today	Not Found
Set me a reminders	Not Found
Remind to pay my vodafone bill by 10 pm today.	pay my vodafone bill
Remind me on the 24 that we arebhqve christmasa	we arebhqve christmasa
Did you know about dragon ball super?	dragon ball super
I need a daily reminder	Not Found
Remaind me as to do some important work@ 7am today	do some important work
Tomorrow morning also remind me to recharge my np	recharge my np
Daily remind me to go to sleep at 11 P.m	go to sleep
I have a meeting at 10.30 am day after 23.12.2016. Pls remind me	meeting
Remind me to check with my bank for my loans, phone and to collect the car documents	check with my bank for my loans and phone and collect the car documents
Hi, set me reminder at 10pm Tonight.	Not Found
Set me a reminder to recharge my mobile	recharge my mobile
Who told u to set up alarm today	set up alarm
Please set reminder	Not Found
Sir kindly remind me for calling of Flamingo Pt r Regarding Sumit job on Sunday since 1pm	calling of Flamingo Pt r Regarding Sumit job
remind me at today 3 oclock	Not Found
Set me a remainder	Not Found
The call will be automated?	Not Found
I want to add a reminder	add a reminder
Till such time situTion becomes normal how to get cash for small purchases	get cash for small purchases
Pff this reminder	Not Found
Please remind me at 8pm that I need to reach delhi airport by 9:45 pm on 22nd this month	I need to reach delhi airport
Ok so Set me A Reminder To message Mokshada At 9:00	message Mokshada
I need to wish prince 2maroo remind me	wish prince 2maroo remind me
Can u say 4 2=	Not Found
I want more reminders	Not Found
Today 18 34 remind me	Not Found
Can you please make a ring tone of the reminder	Not Found
Tell me my schedule	Not Found
Also for 6th Jan put a reminder to meet the physio therapist	meet the physio therapist
Plz give above reminder tmrw	Not Found
Set a reminder pls	Not Found
Remind me to buy eggs today at 5:28	buy eggs
After 1 hour remind me for birthday wish	birthday wish
and put more remainder at 4:35am also	Not Found
Please remind me tomrw	Not Found
Can u please remind me today evening i have to meet pf agent at 6 pm	meet pf agent
Remind me at 4 pm today for transferring rent and maintenance	transferring rent and maintenance
Remind me to come online	come online
What was the reminder again?	Not Found
Wanna do one more reminder	Not Found
remind me to take change	take change
Make dat reminder gap fr 2 hr	gap fr 2 hr
thanks for remainder	Not Found
Can you please explain me about dnd	dnd
Please remind me to cal Thomas tomorrow at 6.00pm	cal Thomas
Reminder after 5min	Not Found
Can u plz set a reminder to take medecine before lunch....	take medecine before lunch....
13.3	Not Found
Remind me to watch sathya darshan at 9 pm today	watch sathya darshan
Remind me of teeth clip and dress at 2 pm today	teeth clip and dress
Hmm thaks for reminder	Not Found
Today's reminder at 8. Prepare a report.	Prepare a report
I need to change the reminder	change the reminder
hi can i setup a daily reminder	Not Found
Marriage remind	Not Found
Thanks, can u remind me this daily for next one month	Not Found
I want to set reminder at 9 oclock to put snacks and sweets into bag	put snacks and sweets into bag
I want to set a alarm	Not Found
Plz remind Monday meeting with Goenka & Tuesday meeting with sports ministry	meeting with sports ministry
Please remind me every Thursday at 1:40pm for meeting with Avdhut Nandikar	meeting with Avdhut Nandikar
Remind me every year	Not Found
Remind P forStackhead follow up for October and November Renewals. List of Dec Renewals will be sent by Accenture to us.	follow up and Dec Renewals will be sent by Accenture to us
